Devices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Imported Analog EMG - Voltage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frame,Sub Frame,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,2,0,-0.0172424,0.0442123,0.020752,-0.00579834,-0.00812531,0.0030899,0.0103378,-0.00286102,0.0101471,-0.00881195,-0.0149155,-0.0115585,-0.00610352,-0.0187683,-0.014534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,3,-0.00183105,-0.0199509,0.0420761,0.0214005,-0.0120163,-0.00762939,0.00492096,0.0107193,-0.00236511,0.00598907,-0.0087738,-0.0150299,-0.0108719,-0.00701904,-0.022316,-0.0169754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,4,0.00244141,-0.0104523,0.0448227,0.0194168,-0.0143051,-0.0069809,0.00343323,0.0104141,-0.00225067,0.00110626,-0.0102615,-0.0151825,-0.0106049,-0.00637054,-0.0208282,-0.0140381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,5,0.00537872,-0.0136185,0.0414276,0.0172424,-0.0190353,-0.00736237,0.00267029,0.00911713,-0.00167847,0.00537872,-0.00801086,-0.0144577,-0.0109863,-0.0063324,-0.0209045,-0.00778198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,6,0.00976563,-0.0166321,0.0423431,0.015831,-0.00892639,-0.0075531,0.00236511,0.010643,-0.00282288,0.00663757,-0.00659943,-0.0149536,-0.0112534,-0.00614166,-0.0205612,-0.0183487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,7,0.0118256,-0.0112534,0.0445557,0.0233078,-0.0136566,-0.00717163,0.00270844,0.0105667,-0.00213623,0.00598907,-0.00797272,-0.0154495,-0.0106049,-0.00659943,-0.0160217,-0.0168228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,8,0.0132751,-0.00259399,0.0431442,0.0241089,-0.0125885,-0.00663757,0.00362396,0.0115585,-0.00137329,0.00728607,-0.00965118,-0.0144196,-0.0116348,-0.00675201,-0.019455,-0.0127029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,9,0.00652313,-0.00362396,0.0389099,0.0172424,-0.0125122,-0.00587463,0.00362396,0.0115967,-0.00179291,0.00679016,-0.0116348,-0.0156021,-0.0111008,-0.00602722,-0.0208282,-0.0169754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,0,0.0120926,-0.00537872,0.0454712,0.0183868,-0.0127029,-0.0069809,0.00404358,0.011673,-0.00205994,0.00617981,-0.00804901,-0.0149536,-0.0101852,-0.00671387,-0.0209045,-0.0139999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,1,0.0142288,-0.00137329,0.0435257,0.0148773,-0.0123596,-0.00766754,0.00255585,0.0104141,-0.00320435,0.00740051,-0.00953674,-0.0146484,-0.0104141,-0.00709534,-0.019989,-0.0163269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,2,0.0129318,-0.00671387,0.0443268,0.0190735,-0.011673,-0.00564575,0.00259399,0.0104141,-0.00347137,0.00518799,-0.0149536,-0.0156784,-0.0114441,-0.00694275,-0.0204468,-0.0133514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,3,0.0101089,-0.0136948,0.042305,0.0240326,-0.0140381,-0.00686646,0.0025177,0.0112915,-0.00236511,0.00801086,-0.0104904,-0.0152206,-0.0124741,-0.00679016,-0.0210571,-0.018425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,4,0.0143814,-0.0224686,0.0429153,0.0230026,-0.0114441,-0.00778198,0.00190735,0.0094986,-0.00221252,0.0063324,-0.00831604,-0.0149155,-0.0107956,-0.00671387,-0.021019,-0.0115967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,5,0.0111008,-0.018959,0.0448608,0.021553,-0.0174332,-0.00701904,0.00278473,0.0100708,-0.00213623,0.00728607,-0.00919342,-0.0151825,-0.0124741,-0.00576019,-0.0193405,-0.0184631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,6,0.00762939,-0.0218964,0.0443649,0.0219345,-0.0111008,-0.00709534,0.0018692,0.0100708,-0.00152588,0.00572205,-0.00602722,-0.0152969,-0.0110626,-0.00617981,-0.0189209,-0.0162888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,7,0.0104141,-0.0156403,0.0448608,0.0210571,-0.0126648,-0.00667572,0.00305176,0.0123978,-0.00148773,0.00770569,-0.0130081,-0.0152969,-0.0113678,-0.0063324,-0.0196838,-0.0147247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,8,0.0125122,-0.0121307,0.0463486,0.022316,-0.00854492,-0.00694275,0.0030899,0.00862122,-0.00198364,0.00526428,-0.00907898,-0.0165939,-0.00972748,-0.00667572,-0.0207138,-0.0178146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,9,0.0104141,-0.0115204,0.0453949,0.0254059,-0.0143814,-0.00789642,0.00171661,0.0102615,-0.00175476,0.00713348,-0.00656128,-0.0138855,-0.0113297,-0.00595093,-0.0218964,-0.0153732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,0,0.0118637,-0.014267,0.0449753,0.0208664,-0.00999451,-0.00648499,0.00278473,0.0104904,-0.0018692,0.00629425,-0.00774384,-0.0157547,-0.0111389,-0.00656128,-0.022049,-0.0198746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,1,0.0173569,-0.0128937,0.0411224,0.0203705,-0.0104523,-0.00579834,0.00289917,0.0110626,-0.00247955,0.00602722,-0.0123596,-0.0149536,-0.0117874,-0.00667572,-0.0208282,-0.0131607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,2,0.0188828,-0.00984192,0.0414276,0.0165558,-0.0144577,-0.00793457,0.0018692,0.0104523,-0.00202179,0.00759125,-0.00846863,-0.0160217,-0.0112152,-0.00652313,-0.02491,-0.0159073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,3,0.0207138,-0.00282288,0.0460434,0.0172806,-0.0094223,-0.00774384,0.00263214,0.00923157,-0.00156403,0.00549316,-0.00812531,-0.0160217,-0.00991821,-0.00591278,-0.0221252,-0.0146866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,4,0.0249481,0.000801086,0.0445938,0.0149536,-0.013237,-0.00774384,0.00442505,0.010643,-0.000762939,0.00614166,-0.0087738,-0.0168991,-0.0112152,-0.00679016,-0.0203323,-0.0149155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,5,0.0183487,-0.00175476,0.0407791,0.0171661,-0.0132751,-0.00743866,0.000610352,0.0106049,-0.00183105,0.00782013,-0.0107193,-0.0147629,-0.0106812,-0.00572205,-0.0189209,-0.0162125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,6,0.0130844,-0.00221252,0.0398254,0.0156403,-0.0166702,-0.00766754,0.0031662,0.0102234,-0.00209808,0.00350952,-0.00957489,-0.015564,-0.01091,-0.00591278,-0.0233459,-0.0160599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,7,0.0127029,-0.0087738,0.0393295,0.0167084,-0.0127411,-0.00709534,0.0030899,0.00801086,-0.00240326,0.00663757,-0.00534058,-0.0151443,-0.0104141,-0.00606537,-0.0222778,-0.0154114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,8,0.0136185,-0.00701904,0.0411224,0.0165558,-0.0105286,-0.00701904,0.00289917,0.00827789,-0.00301361,0.00686646,-0.00572205,-0.0151443,-0.0105286,-0.00556946,-0.0201797,-0.0148773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,9,0.00980377,-0.00297546,0.0383377,0.0176239,-0.0119019,-0.00667572,0.00244141,0.0102615,-0.000610352,0.00644684,-0.0101089,-0.0146484,-0.0112534,-0.00610352,-0.0245667,-0.0140762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,0,0.0128555,0.00465393,0.0388336,0.0205994,-0.0113297,-0.00736237,0.00221252,0.00705719,-0.00175476,0.00640869,-0.00804901,-0.0154877,-0.0115585,-0.00583649,-0.0206757,-0.0104141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,1,0.019989,0.000343323,0.039711,0.0216675,-0.00751495,-0.00732422,0.0025177,0.0087738,-0.00156403,0.00675201,-0.00911713,-0.0159836,-0.0111389,-0.00606537,-0.0216675,-0.0145721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,2,0.021286,-0.015831,0.03582,0.0253296,-0.0130463,-0.00766754,0.00320435,0.0111389,-0.00347137,0.00526428,-0.00919342,-0.0151825,-0.0109863,-0.00549316,-0.0197601,-0.0154877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,3,0.0159073,-0.0195694,0.0359344,0.0232315,-0.0087738,-0.00686646,0.00240326,0.0107574,-0.00274658,0.00995636,-0.00926971,-0.0156784,-0.0110245,-0.00556946,-0.0180054,-0.0156021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,4,0.018425,-0.0193787,0.0375748,0.0266647,-0.01091,-0.0062561,0.00240326,0.00968933,-0.0018692,0.00732422,-0.00705719,-0.0152206,-0.0117874,-0.00663757,-0.0211716,-0.0118256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,5,0.0179672,-0.0198746,0.0365067,0.025444,-0.00766754,-0.00736237,0.00278473,0.010643,-0.00240326,0.0114059,-0.00938416,-0.0149536,-0.0114822,-0.0056839,-0.0164413,-0.0149918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,6,0.0105667,-0.0234222,0.0363159,0.027504,-0.011673,-0.00652313,0.00232697,0.00995636,-0.00221252,0.0056839,-0.0075531,-0.0146484,-0.0109482,-0.00556946,-0.0202942,-0.0166321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,7,0.00656128,-0.0305557,0.0387955,0.0261307,-0.0107574,-0.0075531,0.00370026,0.00926971,-0.00164032,0.00934601,-0.00663757,-0.0147629,-0.0117111,-0.00591278,-0.0211334,-0.0146103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,8,0.00587463,-0.0340652,0.0400925,0.0286865,-0.0131607,-0.00747681,0.00301361,0.0094223,-0.00133514,0.00682831,-0.00823975,-0.015831,-0.0107956,-0.00663757,-0.0246811,-0.0164413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,9,0.00358582,-0.0376129,0.0385284,0.030365,-0.0122833,-0.00793457,0.00259399,0.0101852,-0.00278473,0.0062561,-0.00850677,-0.0159454,-0.0110245,-0.00652313,-0.0200653,-0.015564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,0,-0.00350952,-0.0344849,0.043602,0.0300217,-0.0107193,-0.00736237,0.00328064,0.00831604,-0.00171661,0.00629425,-0.0075531,-0.0146866,-0.0107193,-0.00671387,-0.0200272,-0.0101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,1,-0.00545502,-0.0376892,0.0409698,0.0291824,-0.0111008,-0.00720978,0.00350952,0.00907898,-0.00179291,0.00598907,-0.00648499,-0.0159454,-0.0103378,-0.00614166,-0.0223923,-0.0196457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,2,-0.00961304,-0.0406647,0.0407028,0.0295258,-0.0139236,-0.00732422,0.00286102,0.00930786,-0.00190735,0.00350952,-0.00854492,-0.0156784,-0.0120163,-0.00659943,-0.0239944,-0.0157166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,3,-0.0038147,-0.0367355,0.0444794,0.0269318,-0.0174332,-0.00732422,0.00324249,0.0107574,-0.00183105,0.000762939,-0.00869751,-0.0154877,-0.0113297,-0.0062561,-0.0262451,-0.0177383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,4,-0.00148773,-0.0309372,0.0453949,0.027504,-0.0111008,-0.00747681,0.00278473,0.0101089,-0.00335693,0.00679016,-0.00896454,-0.015564,-0.0117111,-0.00591278,-0.0202179,-0.0152969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,5,0.00289917,-0.0232315,0.0457001,0.032692,-0.0127792,-0.00762939,-0.000457764,0.0104904,-0.00282288,0.00991821,-0.00862122,-0.0148392,-0.0112534,-0.0069809,-0.0252914,-0.0162125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,6,0.0128555,-0.0201797,0.0453568,0.0284576,-0.01297,-0.00751495,0.00343323,0.00972748,-0.00183105,0.00751495,-0.00865936,-0.0155258,-0.0114059,-0.0056839,-0.0197983,-0.0154495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,7,0.021286,-0.0117874,0.0434875,0.0284958,-0.0130081,-0.00709534,0.00267029,0.00953674,-0.00278473,0.0056839,-0.0082016,-0.0157928,-0.0115204,-0.00591278,-0.0218201,-0.0123596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,8,0.0205612,-0.00831604,0.0435638,0.0272369,-0.0208664,-0.00778198,0.00320435,0.00862122,-0.00167847,0.00595093,-0.00953674,-0.0153732,-0.0102615,-0.00648499,-0.0218201,-0.021019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,9,-0.0154114,-0.00205994,0.0404358,0.0254059,-0.0112152,-0.00667572,0.00415802,0.0113297,-0.000267029,0.00789642,-0.00846863,-0.014267,-0.0108719,-0.00610352,-0.0207901,-0.0143433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,0,-0.014267,0.0069046,0.0441742,0.0230026,-0.0113297,-0.00621796,0.00343323,0.00988007,-0.00213623,0.00587463,-0.0131989,-0.0151443,-0.0112534,-0.00591278,-0.0218201,-0.021286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,1,0.0102615,-0.00247955,0.0476837,0.0226974,-0.0136185,-0.00694275,0.00118256,0.00995636,-0.00476837,0.00732422,-0.00797272,-0.0152588,-0.0118637,-0.00659943,-0.0210571,-0.0151062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,2,-0.00286102,-0.0167084,0.0434875,0.0226212,-0.0133896,-0.00785828,0.00263214,0.0100708,-0.00247955,0.00564575,-0.00553131,-0.0154495,-0.0122452,-0.00587463,-0.0224304,-0.00995636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,3,-0.0325394,-0.00102997,0.0400925,0.020752,-0.0144196,-0.0069046,0.00244141,0.0120163,-0.00267029,0.00709534,-0.00923157,-0.0157166,-0.0115585,-0.00610352,-0.0207901,-0.0211334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,4,-0.0814056,-0.00247955,0.0392151,0.0178146,-0.0137329,-0.00740051,0.00247955,0.0105667,-0.00240326,0.00576019,-0.0155258,-0.0148392,-0.0114822,-0.00682831,-0.0215149,-0.0143814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,5,-0.0315857,0.00167847,0.0437546,0.0170898,-0.0131989,-0.00694275,0.00289917,0.0100327,-0.00225067,0.00556946,-0.00915527,-0.0167084,-0.0112534,-0.00720978,-0.0202179,-0.0149536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,6,0.00995636,0.00411987,0.039978,0.0164413,-0.0109482,-0.00701904,0.00263214,0.0111771,0.000228882,0.00720978,-0.00938416,-0.014267,-0.0107574,-0.00591278,-0.022316,-0.0145721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,7,0.00663757,0.00404358,0.0408554,0.0169373,-0.0157928,-0.00694275,0.00282288,0.01091,-0.00175476,0.00774384,-0.00701904,-0.0144958,-0.0113678,-0.00644684,-0.0222397,-0.0183868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,8,0.0168991,0.00400543,0.041275,0.0257492,-0.0123596,-0.00709534,0.00400543,0.0106812,-0.00236511,0.00659943,-0.00919342,-0.0153351,-0.0112534,-0.00576019,-0.0204086,-0.0143051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,9,0.0204849,-0.00297546,0.0422668,0.0253677,-0.0113678,-0.00717163,0.00434875,0.0107193,-0.00179291,0.00793457,-0.00843048,-0.0143051,-0.0102615,-0.00530243,-0.0251389,-0.0130081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,0,0.0230408,-0.00167847,0.0416565,0.0226212,-0.0131226,-0.00740051,0.00461578,0.0103378,-0.000839233,0.00610352,-0.00709534,-0.0149536,-0.0112534,-0.00640869,-0.0210953,-0.0156021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,1,0.0219345,0.00087738,0.0376511,0.021553,-0.0121689,-0.0075531,0.00255585,0.00892639,-0.00175476,0.00473022,-0.0094986,-0.0157166,-0.01194,-0.00652313,-0.0249863,-0.0153732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,2,0.0193787,0.0185394,0.0392151,0.0243759,-0.013237,-0.00785828,0.00263214,0.00999451,-0.00175476,0.00728607,-0.00850677,-0.0154114,-0.0113297,-0.00694275,-0.0214386,-0.0173187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,3,0.0193405,0.0327301,0.0390244,0.0236893,-0.0102615,-0.00831604,0.00289917,0.00953674,-7.63E-05,0.00587463,-0.00957489,-0.0160599,-0.0115585,-0.00617981,-0.0212479,-0.0154877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
